x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
1.0,-0.8144110627472401,1.6216940097510815,6.613131396472454,6.613131396472454,1.6216940097510815,6.213877376168966,6.613131396472454,6.417133968323469,6.417133968323469,6.213877376168966,6.613131396472454,6.213877376168966,1.6216940097510815,6.613131396472454,6.613131396472454,1.883023913949728,1.883023913949728,5.732083972543478,4.590055163949728,-1.3281985595822334
2.0,6.613131396472454,1.883023913949728,5.199745278805494,-2.5839741863310337,1.883023913949728,4.590055163949728,-3.750548727810383,5.4707540683448315,-3.3270974941551685,5.732083972543478,-3.3270974941551685,1.6216940097510815,-3.2881728410720825,1.1982427760958672,3.905274026095867,6.213877376168966,1.883023913949728,3.066885393112898,-2.380717594176531,-3.5981062836945057
3.0,0.7082940153777599,5.95254747197032,-57.221842885017395,2.7055403403937817,-0.8144110627472401,2.9015377685427666,5.047302834689617,4.3287252597510815,-0.8144110627472401,6.213877376168966,-10.777953512966633,-25.551700241863728,4.057716470211744,1.3506852202117443,1.6216940097510815,6.213877376168966,-0.2047475017607212,-56.40424593165517,-21.30508929863572,-20.15096815302968
4.0,6.417133968323469,-36.57015526294708,-86.26316906884313,-72.88012850284576,-39.37748010829091,-28.99980314448476,-20.905835278332233,3.41532526537776,-21.566419202834368,4.057716470211744,-63.81532462313771,-3.750548727810383,0.5733177475631237,1.0022453479468822,-57.817283529788256,4.3287252597510815,-4.144694447517395,-50.21819016709924,4.3287252597510815,-22.5029372908175
5.0,2.7732442691469714,2.7815609306677267,2.781507171251241,2.7761843002062165,2.781507171241147,2.7808650588378003,2.781560746529721,2.6900250910647796,2.7815656178269617,2.7815656178269617,2.7815656178269617,2.7815656178269617,2.7815656178269617,2.7815656178269617,2.141244603259901,2.7815656178269617,2.1412418632299275,2.7815656178269617,2.7815044205921833,2.7732442691469714
6.0,2.781565615007967,2.7815656178268373,2.141244603259901,2.7815652118907477,2.5853209996239386,2.7815656178269617,2.7732442691469714,2.7810546174652386,2.302399109866043,2.7732441907058565,2.7815656178268373,2.781565617592056,2.781506748319345,1.567817545048668,2.633256927809223,2.329844520371719,2.7815656178269617,2.7815655839989017,2.781507171251241,2.7815653556606925
7.0,2.781565564971529,2.6495151512108244,2.1412444558660986,1.7169556876129826,1.655681552828812,2.435931973820929,1.5784520654116847,2.3853523553393576,2.2948077425536915,2.060659020216792,2.781563748240388,2.689279323447177,1.7810393152466477,2.773244269015748,2.7808321818222463,2.5020263240443437,2.0132099244192814,1.6285436054057514,2.3892677813101244,2.7808649803966854
8.0,1.7506136589894843,2.781375758715731,1.444663665062044,2.12192537112096,1.673064916744465,1.9325462653869536,2.1412115986955396,2.329825166641966,1.458550979282161,1.61480519158602,2.7591432080305345,2.781414835415116,2.772821315714833,2.494344432105836,1.5515338627303519,2.6255226816804287,1.3778962865108397,1.618301241281556,2.4357376480566657,2.748177247931477
9.0,3.3640558868931647,3.3598951388562677,3.3640558868931647,3.3637056073985834,3.3640558846912807,3.3182856235120726,3.3182842534970862,3.018149606458226,3.0438953796096335,3.3640534505177695,3.3640205807326145,3.043894009594647,3.0438953796096335,3.3640558699791345,3.318285623446461,3.3640558868931647,3.3638296313900584,3.3640558868931647,3.364055683132671,3.364055869186748
10.0,3.321994033497889,2.863805094263104,2.849322666431229,3.318285622719686,3.311065648816086,3.359894327787541,3.0180308959717754,3.364053451310156,3.331875616708941,3.3640558854836673,3.043895379135211,3.364055875969981,3.3640558868873076,3.3640558868833823,3.3637056073985834,3.0168331431299995,3.3640558604654482,3.364053451310156,3.3640558868931647,3.363578338715449
11.0,2.9699951544131444,3.3065469335972453,2.859832308482007,3.3637967121974426,2.862234032433674,3.332906273653749,2.8558140464596686,2.804280914610822,3.3586111428339467,2.863795814755714,2.791710537935041,3.363798944812344,3.1592152866769196,3.171285014437637,2.9200297182972887,2.8295112420844313,2.9200297182972887,3.091689562591554,3.2398996073419135,3.364053412089599
12.0,2.9120762034978083,2.7422798122665504,2.6829310313321466,3.363800386712303,3.36344886828587,2.90512074748163,2.825257415388052,3.175953234777581,2.7621925691842795,3.024036611384829,2.9866603478496834,2.7594679172443346,2.863317215251787,2.655461024156794,3.1484832276022288,3.2139364545755997,2.7007260925728036,3.263181261622309,2.9167864817735434,2.8614987229080375
13.0,6.613131396472454,4.590055163949728,6.613131396472454,6.213877376168966,6.417133968323469,6.213877376168966,5.732083972543478,3.600578334182501,6.613131396472454,4.653157114982605,5.95254747197032,5.732083972543478,6.613131396472454,1.771269004791975,3.7092765979468822,6.613131396472454,5.732083972543478,6.417133968323469,2.2409538440406322,2.2409538440406322
14.0,1.3506852202117443,6.213877376168966,-56.14291602745652,4.3287252597510815,-1.8657613582909107,5.95254747197032,-56.675254721194506,6.213877376168966,-57.96972597390413,4.590055163949728,6.613131396472454,6.417133968323469,-0.8144110627472401,-0.7302751280367374,6.417133968323469,6.613131396472454,0.7082940153777599,5.732083972543478,6.213877376168966,0.7082940153777599
15.0,2.5108414702117443,1.5095249339938164,2.6269880943000317,2.5108414702117443,1.1586653403937817,-2.8592847026884556,-1.9887824840843678,-3.9465461559593678,2.5108414702117443,-0.24893314018845558,1.5095249339938164,-2.8453040905296803,1.0425187163054943,-1.3361945934593678,1.1586653403937817,2.143760781735182,-3.120614606887102,2.143760781735182,-0.9877547211945057,2.6269880943000317
16.0,0.6940788440406322,0.9554087482392788,-7.082505006343126,-7.082505006343126,-5.981262940913439,-3.120614606887102,-3.4819596596062183,-2.4782234020531178,-3.5981062836945057,-0.3142656162381172,-3.3270974941551685,-3.9465461559593678,-3.4819596596062183,-2.1297835297882557,1.1586653403937817,-1.3361945934593678,-27.17838031426072,-1.1401971653103828,0.8900762721896172,-3.9465461559593678
17.0,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678
18.0,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678,-3.9465461559593678
19.0,2.693039691545874,2.6571669623059444,2.403914901540943,2.6571669623059444,2.686353608425215,2.041298750436153,2.5122110314635218,2.6789673746940976,2.7147113892367902,2.7147113892367902,2.6868765337851586,2.686353608425215,2.6022345348720166,2.693039691545874,2.7147113892367902,2.4522090124933587,2.6224425758334067,2.708548231873821,2.7025175078287567,2.6723291457628533
20.0,2.7147113892367902,1.9104034249130155,2.650407586749531,2.5839939168575383,1.9459309635057118,2.253828079840398,2.708548231873821,2.6832246846867425,2.041298750436153,2.3852886610724338,2.6224425758334067,2.7147113892367902,2.435016950139937,2.7147113892367902,2.0721953777686433,2.692296499333287,1.8376895840247367,2.616411847089832,2.608057442450154,2.4644546277481987
21.0,2.3690809235369747,1.6604451569256875,2.3873563079558147,2.3665328711146794,2.1656807546495433,1.9710295004899439,2.3750846240625068,2.3059409037563903,2.202264573726987,2.171218436543268,2.3665328711146794,2.119977718439413,2.3873563079558147,1.7591471690937732,2.3584447435073965,2.2964284274119557,2.036977505234298,1.3822374781013926,2.419585767735119,1.5484926105980936
22.0,1.2939152438988224,1.2050903784750548,1.9144519225622325,1.3634000244176951,1.5233090654567518,1.9252251246166843,1.1522541303584308,1.613872673605471,1.5471726175019889,2.233214464038108,1.8720983851808348,2.0918423914317725,1.9009717554319692,1.3237893374063074,1.8089234742678073,1.9532222317291492,1.2617269123579231,2.2668481782642673,1.307466163749176,1.0651773410862442
23.0,0.14554450352004067,0.18746495926735263,0.2144969984609782,0.44019032800311436,0.1601975112121021,0.31302346937206266,0.15605563809803846,0.5939563325096336,0.1863848850204379,0.18463924509050245,0.6625717041077789,0.23321866700783764,0.4641081807941468,0.17628418258995893,0.18007942859401257,0.6625717041077789,0.3177106379088917,0.4878369917099654,0.180700108338516,0.6554402625829989
24.0,0.19656407659197292,0.15466695638198896,0.09726709358955694,0.11965333722702665,0.11192094080418045,0.11970861436088114,0.17088083382104247,0.1491701595301376,0.10606030721372782,0.1609882166969326,0.14035366706134775,0.12153968807352068,0.11381166035650137,0.17232043021276158,0.15013187451489957,0.10502208151744925,0.15343505847875782,0.23528680759403153,0.13851177040534218,0.176662268261967
25.0,3.2055003918537843,3.2054683660782533,3.2620368677147065,3.013747139120727,3.1426860387663784,3.2620368677147065,3.327547193916594,3.3261159860606417,3.324531831894062,3.2366662840165543,3.319421327646327,3.319421327646327,3.3160896282549337,3.202171408124846,2.9542556305126317,3.245685748110426,3.327547193916594,3.112710980486909,3.327547193916594,3.309437650861111
26.0,2.8424666452914273,2.9691975920250124,3.1659174085159014,2.9669545724796453,3.1933336631201255,3.2652700364084537,3.3306287725980797,3.1119479949803233,3.296332465931445,3.2590215053399993,3.177299020481439,3.2884810134274547,3.3214601127696612,3.085351756015057,3.327547193916594,3.20830683265185,3.3049383138811534,3.2745603638800462,3.242669501669296,3.3306287725980797
27.0,2.9526519817614627,3.014229793173748,2.9384303070040287,2.8755999263575487,3.1426466466235468,3.137909911152787,2.822910767415285,3.1520249106772535,2.8473652561200486,3.1688830431392225,2.8765676716334054,3.1830659618472437,3.1492026468478462,3.168541468260268,2.9138944958774706,3.086468821701857,3.1540856870288816,3.168541468260268,2.928018544544765,2.939760192331269
28.0,3.012769154775914,2.6987779668813423,2.6799238225799322,2.717587930442012,2.7089281701240506,2.4975151728775606,2.911821229423704,2.906441845482581,3.0063363938324783,2.827964057265699,2.6475014196229405,2.7854685543587596,3.025689489195321,2.7908474648081567,2.9549700635115697,2.83523783140109,2.969121996242665,2.4919538104797168,3.081382652632841,2.893957435423701
29.0,2.119696882346384,2.2144994554957185,2.045650524242112,2.0462417546430887,2.0600282570875272,2.0447343353610212,2.119696882346384,2.2031116577024132,2.0900955513189756,2.0348472509243063,2.0533864640059507,2.2040108974126698,2.046513990323961,2.0595031028464073,2.2059733158566686,2.056774598516468,2.104664939003703,2.1766235251316477,2.1965590669243045,2.2192638308392025
30.0,2.0249456691307626,2.0181440155856896,2.0421254291176267,2.0471546220981907,2.0462206998927255,2.024990057038832,2.047854826806238,2.0340557362392437,2.042537296506144,2.0350787355591344,2.0365801819812637,2.0372833194607147,2.0181179187050504,2.0352842852785815,2.027972616014098,2.0325567487817655,2.0582915915804905,2.020964548351068,2.0308622293763774,2.0533043452537836
