x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101
1.0,-21.091678903980274,-37.64298143556642,-14.502408952446604,-22.87249618961111,-6.250738575023012,-5.906920696870181,-32.263113779931885,-9.777593082070346,-33.11526030903578,-18.692028228858412,-10.319118778261807,-2.7021061217397166,-34.21080449708991,-25.51414223786318,-33.72678853107497,-28.841354202614,-60.41252039790264,-12.784477419894696,-12.077638240205033,-24.827453252070836,-40.111780796669095,-9.681181628838589,-4.695703516395138,-12.422291683773219,-9.551630252320313,-14.421665231372279,-25.314944492952453,-17.56371505479029,-10.442015710361074,-6.330203244091232,-23.22949115819222,-6.199190674909877,-15.594301374171092,-32.470263839584646,-5.019541317621597,-23.910742608406572,-8.897040891426602,-7.385545266489757,-8.787428156901578,-18.023131550110985,-57.779495298761255,-16.291993805764033,-31.326105829342797,-14.385864330752483,-25.64729669037505,-7.194785583828955,-12.41661025721979,-23.107712317097302,-8.935283449377268,-8.707306120435748,-36.25568528771948,-16.294760109517757,-22.524741720068903,-37.57974193904567,-16.561612284928437,-14.24388073841796,-32.540365232670304,-30.641803991749676,-31.773720486536313,-8.311690778586389,-6.051665013890581,-42.317438305474646,-10.24020148363455,-27.305404792455906,-6.615162486557147,-7.980283170862663,-10.065908161624666,-11.541257643736431,-5.094265614950408,-8.723194243358684,-11.966942291280708,-31.93507485432359,-29.11603172679922,-10.731238462745853,-38.22423564520236,-24.61143930548041,-14.430233117182796,-8.63109352554074,-5.680480829428089,-40.665837591890906,-5.577307748341912,-15.030745037466305,-12.292019949954993,-41.36502082165411,-32.15117153415669,-22.860520736660934,-24.79965170225541,-8.829125158194138,-11.774318026716664,-26.00473800855588,-35.72190002242359,-13.017703355723727,-38.09291500538411,-39.25475283895432,-30.185277308571184,-26.360158659921105,-6.396949727877813,-23.267942967918863,-2.7586475921444746,-5.759799409824127
2.0,-1.190787977373256,-21.755075993238712,-33.57354259680012,-69.02188359921269,-16.183198212122672,-13.178428261127982,-7.119602062572633,-17.581975106489317,-19.91324918557435,-51.30482907304299,-70.0499856639396,-7.224892924005402,-23.727854728273147,-22.773193539880786,-8.108842586058968,-21.135446991847477,-27.24301426362271,-17.117734078413978,-21.30273926787482,-19.51209728782196,-34.02553906648217,-45.85016482078037,-37.806087043623236,-5.172252969221969,-24.47934650955723,-21.46652590409647,-27.258561220804758,-22.112402168323896,-49.156042799877454,-13.505919719449388,-30.266675391562824,-23.267708190508813,-26.872725943582854,-50.43061331743952,-21.818284897981496,-41.4304578333185,-24.678605508808538,-37.76575433798483,-11.27089905013376,-6.542455176724642,-19.351541489538878,-16.279177074942464,-13.236357748435447,-12.366220572725462,-20.8640039675627,-18.292176027424524,-9.049450310857573,-27.205217585757836,-34.78254856883829,-25.8453550117293,-36.69733027907813,-14.22877277741719,-14.832060920656467,-18.32881788356515,-28.90229510725153,-19.164979455693306,-24.808255839274178,-18.925357855828008,-12.749217034528076,-35.72326604516219,-23.898655554011423,-58.7201070748172,-20.323685831665284,-29.1398125996246,-24.521100670468417,-19.928165796881196,-47.698482565614476,-17.085302069831897,-35.716474006080034,-31.919001677742145,-11.67429849649582,-19.353306062346284,-21.92373224998224,-15.048949786002384,-20.291156066079,-8.663129722657162,-7.923075406600826,-27.01819181997965,-4.465325226105738,-34.65918205479945,-19.80345520432774,-46.34203309129847,-24.812126073026892,-11.969804549971757,-41.945087939356796,-13.020720202365702,-18.264157812660308,-21.386034753324573,-22.18149919542186,-21.89942270439744,-16.13067412847824,-12.431548325271859,-17.352115631126875,-8.201358305599806,-11.482252085278427,-15.165407008961983,-14.94476429673951,-40.41758302095259,-5.858693285212262,-5.180396693657573
3.0,-55.59171813721587,-14.853918727656001,-27.25734797689113,-20.302056235789227,-37.65453495349935,-18.049174853377387,-22.50308590512482,-43.298829912917974,-16.61413492424856,-29.564663362094716,-33.246003496169045,-16.51377379937073,-35.98852219846803,-27.322216755603616,-27.183849518605626,-37.03286165550419,-28.31571663967526,-50.78955910899369,-28.861874890597733,-21.29388806187588,-22.083801828576895,-29.986528026496252,-45.64048809846265,-20.413275738173297,-23.186803203421352,-20.1438267060363,-22.37905437013539,-19.56185384721918,-25.529627570529275,-23.717115406768176,-30.540735698821774,-29.803690107529686,-9.618840453788227,-25.2351953258309,-31.293917581831373,-28.591621899782556,-12.416723595811835,-24.023033687532504,-15.91829225578252,-12.938792745260866,-31.87266842946872,-11.71620751745563,-17.355826668615318,-27.713792386127295,-26.151897580862435,-27.7034031893998,-11.45869465086506,-27.01129758395173,-32.2196991744237,-37.366637987547655,-26.894734212301735,-17.199413133708987,-4.837527289711331,-45.44624795192677,-14.700448891147866,-45.46517100702172,-23.417625910167466,-24.946872643596343,-27.83512987428848,-32.46345770467515,-15.774388706950349,-19.40451597144412,-13.848528778512522,-11.837676099271919,-19.283968412113484,-28.55730246074048,-46.42285866375048,-34.623331819960164,-16.44740218952354,-15.983556372636839,-12.513632659169248,-27.43397078478996,-19.49364158310692,-31.383175625448985,-10.575205087408303,-16.27871302452364,-38.31615519279657,-34.448133125647125,-21.571996469684375,-38.30838827043405,-10.371262426414816,-18.966859005191807,-37.190458046760924,-28.790237532561424,-16.350561340427713,-23.711102795707447,-39.08935574098066,-25.032964507780807,-14.829514007433225,-36.0810843465494,-10.184543313282164,-50.199474843867016,-8.382604724858776,-10.561251831890711,-29.001089455525555,-38.46947222729163,-5.497044410305715,-22.317062766252757,-21.673096151898,-23.435301877323635
4.0,-40.369755042293946,-51.304679095193855,-44.28057060273815,-53.83936463015266,-48.72937824618881,-41.47183199426623,-52.558103532605756,-53.696274553619055,-64.38318828382569,-59.125653551918944,-32.77986226390702,-15.135225643447487,-23.891107466113073,-34.635741917394434,-31.223847040665824,-29.851357611372727,-43.101017726495385,-32.86546872304344,-45.83837318029657,-41.827498302748936,-61.22079688630033,-32.66653725076177,-47.26431027797461,-53.5306963013406,-74.24048618089738,-52.64323375160319,-69.44401592456609,-48.12911244012372,-39.04633117321569,-39.32050166931451,-49.44746327277563,-20.545829725602,-54.43652705829194,-37.23557780180383,-52.90835023765305,-52.401644635495856,-47.51624153058476,-25.848784533108986,-61.8066671234043,-36.6768704047388,-17.626566185122456,-28.382976004279094,-50.78839179657369,-38.185387788945306,-62.847876567385455,-67.43974902582372,-53.86889940376535,-26.265276910543644,-54.934106099351204,-59.96612652466001,-50.790870162604634,-44.50507593839418,-31.4007484862916,-23.7433325725978,-37.57658363964805,-55.17381705086308,-55.16023888038358,-43.4786811015876,-50.99920565413869,-64.82826623594573,-43.37651780127076,-31.181157712855875,-36.603098115679025,-70.84361398768289,-25.809673092287504,-50.18548218952079,-60.98689364161726,-24.97138236670821,-59.821413048686104,-63.85583102385139,-50.13256558209063,-35.294609473738184,-43.44105525376235,-41.17143862845135,-62.68972212640407,-57.11570798613619,-48.02402117090173,-67.32603935354201,-45.792540903224044,-54.45605280866846,-51.8585193399802,-33.54907253593815,-44.45371971537681,-52.33920489139966,-44.26240766852109,-70.33841007698216,-49.39708049417301,-28.966228507487898,-44.097959578935956,-47.8466485293224,-43.54018836470261,-53.36507760423311,-52.55268114305821,-32.18669647384403,-36.812084701887294,-50.41081908798507,-77.5626723400083,-44.99251210028261,-36.250593030213665,-41.49732535727474
5.0,-76.51612035117078,-71.78855605423558,-67.14997830446907,-75.21122786277007,-66.29736701168805,-88.6948111262962,-76.64640129738005,-72.06554154274869,-58.94869015914988,-67.43665804876817,-49.65016896248934,-75.9339734829014,-76.64854518942848,-68.84935146044353,-80.42566943867814,-63.33239362009484,-59.43247432795899,-84.27366703447309,-60.632249126797554,-73.67767080218887,-54.40412833177335,-53.02810855010688,-84.19996855875524,-80.83129047914932,-78.7736363865403,-77.42401367167427,-80.14340232574625,-95.76946653299866,-74.78702575180488,-57.33553415112214,-65.67393241180353,-71.33969263807631,-72.2801216676034,-80.67315838391207,-75.32761932221781,-71.17878074300842,-84.49291242597576,-80.0944791351932,-52.56781958867121,-73.52079535579364,-88.20258876527953,-65.9654134547826,-52.371164506855216,-39.97604583833127,-64.70921390897048,-90.5334155177382,-61.60565000112823,-77.921490812175,-54.70694806592957,-65.67558404061704,-60.610822881514835,-74.65170000376243,-77.5285501841349,-71.40127858801468,-79.61282230959515,-64.86198072035099,-84.7381085529823,-50.15054093592671,-57.94578034763592,-80.69890375190901,-36.32448748864102,-61.69453232336305,-76.78043211917381,-85.5292619562567,-64.07756672080313,-44.12162001557644,-60.5200371216583,-67.56281477727113,-41.33361807165101,-49.70887749687609,-81.87083981466482,-70.47853697958169,-59.90986690382168,-87.51366800763095,-65.85106366432665,-62.108529283129954,-60.99869129259009,-87.03037078497158,-90.87058208248895,-51.42323607230267,-80.17918873631466,-65.09673639978868,-34.94952676756328,-75.79253170178796,-94.53267239067213,-76.50630571484969,-69.52755009263865,-82.42972084064566,-71.17085189713588,-83.24214371854767,-89.65395308681367,-71.625130065303,-85.57119263716542,-77.20347960926628,-50.16232001751508,-64.30028316821634,-88.20136924862621,-66.84812082638022,-69.87208064759355,-53.42242056965412
6.0,-40.49867193005559,-32.8036719300556,-15.689201734555624,-41.828983530055595,-12.708001071700625,-35.428071930055594,-43.7386719300556,-26.570721930055644,-44.99867193005559,-32.8036719300556,-44.99867193005559,-53.99867193005561,-53.99867193005561,-44.99867193005559,-29.098255326055643,-16.94444411891563,-32.8036719300556,-57.5986719300556,-40.49867193005559,-32.8036719300556,-36.44867193005558,-43.7386719300556,-53.99867193005561,-29.523171930055643,-39.36467193005559,-40.49867193005559,-26.570721930055644,-10.004980949855565,-26.570721930055644,-31.88513193005564,-40.49867193005559,-57.5986719300556,-15.689201734555624,-19.36969638005564,-48.5986719300556,-40.49867193005559,-29.523171930055643,-14.120148754105625,-44.99867193005559,-48.5986719300556,-23.967650783648278,-43.7386719300556,-26.570721930055644,-23.243901270055645,-44.99867193005559,-48.5986719300556,-23.243901270055645,-43.7386719300556,-20.91937833605564,-35.428071930055594,-53.99867193005561,-15.249866900029627,-11.437068157536123,-46.6546719300556,-36.44867193005558,-40.49867193005559,-36.44867193005558,-53.99867193005561,-36.44867193005558,-41.989071930055594,-32.8036719300556,-23.91351693005564,-60.83867193005561,-19.36969638005564,-19.36969638005564,-23.91351693005564,-26.18829698645564,-8.337262779888912,-43.7386719300556,-32.8036719300556,-40.49867193005559,-40.49867193005559,-44.99867193005559,-29.523171930055643,-53.99867193005561,-14.120148754105625,-60.83867193005561,-40.49867193005559,-25.826704530055643,-41.989071930055594,-51.641031930055604,-21.52203243005564,-48.5986719300556,-36.44867193005558,-36.44867193005558,-44.99867193005559,-54.75467193005561,-35.428071930055594,-53.99867193005561,-10.293228534788074,-41.989071930055594,-17.432593935055635,-40.49867193005559,-22.314092096455642,-12.708001071700625,-39.915795930055594,-36.44867193005558,-32.8036719300556,-29.523171930055643,-26.570721930055644
7.0,-57.5986719300556,-32.8036719300556,-46.6546719300556,-40.49867193005559,-29.523171930055643,-44.99867193005559,-32.8036719300556,-57.5986719300556,-44.3510319300556,-44.99867193005559,-44.99867193005559,-32.66858485100209,-23.91351693005564,-44.99867193005559,-32.807371814905956,-57.1367778909556,-36.44867193005558,-37.790031930055584,-29.523171930055643,-19.36969638005564,-4.430140989881876,-57.5986719300556,-26.570721930055644,-44.99867193005559,-46.6546719300556,-9.263772874314828,-44.77494351280776,-49.27907193005561,-46.6546719300556,-41.989071930055594,-16.211025574260034,-36.44867193005558,-36.44867193005558,-10.293228534788074,-32.8036719300556,-23.56933448081564,-32.8036719300556,-54.75467193005561,-40.49867193005559,-57.5986719300556,-49.27907193005561,-21.52203243005564,-33.88122432605559,-36.453747217916145,-43.7386719300556,-51.83867193005561,-54.75467193005561,-60.83867193005561,-36.44867193005558,-43.7386719300556,-25.826704530055643,-40.49867193005559,-40.49867193005559,-29.098255326055643,-32.8036719300556,-44.99867193005559,-35.9240835300556,-40.49867193005559,-46.6546719300556,-51.641031930055604,-41.989071930055594,-51.83867193005561,-44.99867193005559,-11.437068157536123,-13.724747403032225,-36.44867193005558,-49.27907193005561,-23.91351693005564,-40.49867193005559,-23.91351693005564,-8.337262779888912,-32.8036719300556,-36.44867193005558,-10.293228534788074,-26.570721930055644,-30.60967353005564,-51.83867193005561,-36.453747217916145,-26.570721930055644,-40.49867193005559,-44.99867193005559,-9.8382091328589,-44.99867193005559,-29.523171930055643,-53.76679593005561,-34.01089593005559,-40.49867193005559,-44.99867193005559,-51.641031930055604,-15.689201734555624,-57.5986719300556,-36.44867193005558,-23.91351693005564,-44.99867193005559,-44.99867193005559,-11.858001138707406,-40.49867193005559,-29.523171930055643,-36.44867193005558,-29.523171930055643
8.0,-32.8036719300556,-35.2759380864556,-13.17570438411316,-39.36467193005559,-36.44867193005558,-44.99867193005559,-46.6546719300556,-48.5986719300556,-34.01089593005559,-57.5986719300556,-17.432593935055635,-39.36467193005559,-40.49867193005559,-7.503403694905583,-35.428071930055594,-39.36467193005559,-36.44867193005558,-40.49867193005559,-12.708001071700625,-43.7386719300556,-40.49867193005559,-28.69648593005564,-59.74103193005561,-9.004350047875572,-29.523171930055643,-29.523171930055643,-40.49867193005559,-26.18829698645564,-17.432593935055635,-18.07416226483964,-36.44867193005558,-23.91351693005564,-21.52203243005564,-54.75467193005561,-44.99867193005559,-54.75467193005561,-12.708001071700625,-30.60967353005564,-40.49867193005559,-44.99867193005559,-44.99867193005559,-35.428071930055594,-26.570721930055644,-12.708001071700625,-35.428071930055594,-57.5986719300556,-44.99867193005559,-53.99867193005561,-19.36969638005564,-46.6546719300556,-53.99867193005561,-39.36467193005559,-22.229014557071245,-44.99867193005559,-32.8036719300556,-46.6546719300556,-43.7386719300556,-44.99867193005559,-53.76679593005561,-23.243901270055645,-32.8036719300556,-48.5986719300556,-57.5986719300556,-40.49867193005559,-18.827307695455637,-39.36467193005559,-39.36467193005559,-40.49867193005559,-35.428071930055594,-36.44867193005558,-53.99867193005561,-40.49867193005559,-41.989071930055594,-40.49867193005559,-17.432593935055635,-35.428071930055594,-37.790031930055584,-17.432593935055635,-48.5986719300556,-29.523171930055643,-11.11679306316667,-43.7386719300556,-44.3510319300556,-36.44867193005558,-11.11679306316667,-44.99867193005559,-44.99867193005559,-26.570721930055644,-29.523171930055643,-43.7386719300556,-44.99867193005559,-36.44867193005558,-17.432593935055635,-48.5986719300556,-31.88513193005564,-17.432593935055635,-35.428071930055594,-18.827307695455637,-21.52203243005564,-32.8036719300556
9.0,-32.8036719300556,-40.51484502275482,-45.062298784466954,-54.99177314231723,-23.91351693005564,-40.49867193005559,-45.00374721791616,-40.50109942450591,-26.615797405600254,-36.44983299312593,-29.524764609164492,-44.99867193005559,-54.00044157350989,-53.99867193005561,-21.231738560354344,-51.840105341253576,-17.432593935055635,-48.3899835300556,-39.58677789095559,-44.99867193005559,-68.74299820056044,-40.49729330008599,-32.8036719300556,-40.696948753994,-36.44996200013375,-37.77259595026456,-51.83867193005561,-31.45568425210726,-36.44867193005558,-46.6546719300556,-43.7386719300556,-60.83922726292287,-53.99867193005561,-21.669841259469987,-53.20142864394474,-29.523171930055643,-40.49867193005559,-26.705342555637404,-31.748211470815644,-45.64478011897826,-21.523625109164488,-17.432593935055635,-44.99867193005559,-36.29045633105559,-30.409465742020892,-23.924350476612325,-42.557583251002086,-26.982303664813173,-34.47139010002225,-40.49867193005559,-21.52203243005564,-51.83867193005561,-35.9240835300556,-36.45563391614689,-36.44867193005558,-32.8036719300556,-15.69427702241619,-57.379757526188016,-15.689201734555624,-27.69638219946999,-20.35716449829516,-46.65535752618801,-24.69905262673964,-33.85211923109438,-38.73635117555168,-13.289498441731027,-51.85484502275484,-44.99961239114258,-36.44867193005558,-66.37907193005567,-50.894579300086,-41.9922868200556,-48.5986719300556,-58.06968479978023,-41.90421780202497,-34.01994727821363,-38.93910677145614,-37.790031930055584,-58.3033440300556,-37.790031930055584,-40.500400467907866,-19.36969638005564,-42.353571930055594,-32.8036719300556,-53.99867193005561,-40.503239689130105,-33.02895592550498,-66.38240182642099,-57.3790719300556,-44.99867193005559,-49.504355925505,-40.49867193005559,-45.06555724655891,-44.99867193005559,-54.762407470157065,-40.49867193005559,-45.069368434957106,-53.3396182830256,-23.925307114633377,-15.716591009055158
10.0,-36.51072680013753,-20.99372006697439,-31.54064360977886,-12.60301614724264,-34.254984620127,-10.716606575618297,-35.233489144397176,-20.932942591232965,-18.92204171583611,-24.828376340459375,-15.147955643351937,-6.390994026942196,-17.95387287710952,-16.667289791646233,-26.05476982585321,-8.166160400998411,-39.5134759546852,-16.70645597793554,-19.99018487264857,-9.382654122807374,-28.31015909039962,-7.664477052950358,-26.392892375840134,-9.733680881648702,-10.484841285674815,-14.437392977691893,-34.260938013245514,-11.271399381831126,-11.124374249086436,-13.139306575463014,-21.787451661833526,-21.657413987983716,-9.476414707689855,-3.9994272760988476,-61.017221897903376,-16.199570443176516,-38.9455337032942,-54.02838994151185,-25.60106893625977,-7.2326521318366845,-25.485980498874397,-25.051207625704357,-6.381110158926149,-10.447628343003435,-15.956308035945034,-12.900266743110057,-31.280669469864193,-28.13254266970867,-5.723166996321545,-43.67864076463204,-16.799468779842655,-11.56904021177421,-21.113474929740626,-22.39212303853809,-6.855981694813909,-2.877925357290436,-8.18504573695565,-3.7606930187169305,-39.50012118119173,-12.367951306856567,-13.87418270406494,-11.547418825656466,-21.799906935439676,-22.16588222658855,-32.63639560674842,-15.626998515243649,-5.074711107847454,-16.817990731751063,-37.90194655665325,-18.372547291274824,-3.797161952384236,-27.99975391904695,-28.133886319813545,-36.255126934258584,-25.730153565754204,-8.15538583865758,-27.845313664268577,-21.04751800596752,-16.513124020521683,-6.58240206928863,-15.741182245478354,-31.05571502954038,-16.54387985489178,-24.074139152386998,-22.309570480488322,-11.849229543508008,-23.975352002591812,-24.32070612135436,-14.474876301092724,-13.750268035365503,-4.907177054965224,-11.615530411754875,-43.66237608138284,-12.949645011876093,-28.64738856530077,-9.787079240321866,-5.231413508349284,-25.925416573087073,-36.02126913389527,-23.341609787168714
